brand,model,display,colors,os,cpu,sensors,speaker,jack,gps,weight,mem,ram,camera,battery,price,vol,size,ppi,release
Microsoft,Lumia 640 XL LTE Dual SIM,LCD,Matte cyan| Orange| Black| Matte white| Glossy white,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass| sensor core,Yes,Yes,Yes,171,8,1,13,3000,200,115.8,5.7,259,2015
Microsoft,Lumia 640 XL LTE,LCD,Matte cyan| Orange| Black| Matte white| Glossy white,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass| sensor core,Yes,Yes,Yes,171,8,1,13,3000,200,115.8,5.7,259,2015
Microsoft,Lumia 640 XL Dual SIM,LCD,Matte cyan| Orange| Black| Matte white| Glossy white,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass| sensor core,Yes,Yes,Yes,171,8,1,13,3000,170,115.8,5.7,259,2015
Microsoft,Lumia 640 XL,LCD,Matte cyan| Orange| Black| Matte white| Glossy white,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass| sensor core,Yes,Yes,Yes,171,8,1,13,3000,170,115.8,5.7,259,2015
Microsoft,Lumia 640 LTE Dual SIM,LCD,Glossy cyan| Orange| White| Matte black,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,145,8,1,8,2500,150,89.8,5,294,2015
Microsoft,Lumia 640 LTE,LCD,Glossy cyan| Orange| White| Matte black,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,145,8,1,8,2500,120,89.8,5,294,2015
Microsoft,Lumia 640 Dual SIM,LCD,Glossy cyan| Orange| White| Matte black,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,145,8,1,8,2500,170,89.8,5,294,2015
Microsoft,Lumia 532 Dual SIM,NA,Black| White| Green| Orange,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,NA,136.3,8,1,5,1560,90,90.3,4,233,2015
Microsoft,Lumia 532,NA,Black| White| Green| Orange,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,NA,136.3,8,1,5,1560,90,90.3,4,233,2015
Microsoft,Lumia 435 Dual SIM,NA,Black| White| Green| Orange,Windows,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,NA,134.1,8,1,2,1560,70,89.4,4,233,2015
Microsoft,Lumia 435,NA,Black| White| Green| Orange,Windows,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,NA,134.1,8,1,2,1560,70,89.4,4,233,2015
Microsoft,Lumia 535 Dual SIM,LCD,Orange| green| white| black| gray| blue,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,146,8,1,5,1905,80,89.3,5,220,2014
Microsoft,Lumia 535,LCD,Orange| green| white| black| gray| blue,Windows,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,146,8,1,5,1905,80,89.3,5,220,2014
Microsoft,Kin TWOm,TFT,Black,Other,600MHz ARM 11,Accelerometer| proximity,Yes,Yes,No,133,8,0.256,8,NA,160,108.7,3.4,170,NA
Microsoft,Kin ONEm,TFT,Black,Other,600MHz ARM 11,Accelerometer| proximity,Yes,Yes,Yes,NA,4,0.256,5,1240,90,105.2,2.6,154,NA
Microsoft,Kin Two,TFT,Black,Other,600MHz ARM 11,Accelerometer| proximity,Yes,Yes,Yes,NA,8,0.256,8,1390,330,NA,3.4,170,NA
Microsoft,Kin One,TFT,Black,Other,600MHz ARM 11,Accelerometer| proximity,Yes,Yes,Yes,NA,4,0.256,5,1240,290,100.2,2.6,154,NA
Mitac,MIO A501,TFT,Gray,Windows,200 MHz ARM926EJ-S,NA,Yes,No,Yes,135,NA,0.064,2,1050,210,118.1,2.7,148,NA
Mitac,MIO A702,TFT,NA,Windows,200 MHz ARM926EJ-S,NA,Yes,No,Yes,148,2,0.064,3.15,1130,340,104.4,2.7,148,NA
Motorola,Moto E4 Plus,LCD,Iron Gray| Fine Gold| Oxford Blue,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,198,16,3,13,5000,190,115.3,5.5,267,2017
Motorola,Moto E4 Plus (USA),LCD,Iron Gray| Fine Gold,Android,Quad-core 1.4 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,181,16,2,13,5000,180,115.3,5.5,267,2017
Motorola,Moto E4,LCD,Iron Grey| Blush Gold| Oxford Blue,Android,Quad-core 1.3 GHz Cortex-A53,Fingerprint (front-mounted| region dependent)| accelerometer| proximity| compass,Yes,Yes,Yes,151,16,2,8,2800,150,97.3,5,294,2017
Motorola,Moto E4 (USA),LCD,Licorice Black| Fine Gold,Android,Quad-core 1.4 GHz Cortex-A53,Fingerprint (front-mounted| region dependent)| accelerometer| proximity| compass,Yes,Yes,Yes,150,16,2,8,2800,130,96.8,5,294,2017
Motorola,Moto Z2 Play,AMOLED,Lunar Gray| Fine Gold| Nimbus Blue,Android,Octa-core 2.2 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,145,32,3,12,3000,400,71.4,5.5,401,2017
Motorola,Moto C Plus,TFT,Metallic Cherry| Pearl White| Fine Gold| Starry Black,Android,Quad-core 1.3 GHz Cortex-A53,Accelerometer,Yes,Yes,Yes,162,16,NA,8,4000,120,104.1,5,294,2017
Motorola,Moto C,TFT,Metallic Cherry| Pearl White| Fine Gold| Starry Black,Android,Quad-core 1.1 GHz Cortex-A53,Accelerometer,Yes,Yes,Yes,154,8,1,5,2350,100,96.4,5,196,2017
Motorola,Moto G5 Plus,LCD,Lunar Grey| Fine Gold,Android,Octa-core 2.0 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass (USA model only),Yes,Yes,Yes,155,32,NA,12,3000,280,85.6,5.2,424,2017
Motorola,Moto G5,LCD,Lunar Grey| Fine Gold| Sapphire Blue,Android,Octa-core 1.4 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,145,16,NA,13,2800,200,100.1,5,441,2017
Motorola,Moto M,LCD,Gold| Gray| Silver,Android,Octa-core 1.95 GHz Cortex-A53,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,163,32,4,16,3050,250,90.2,5.5,401,2016
Motorola,Moto E3 Power,LCD,Black| White,Android,Quad-core 1.0 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,153.5,16,2,8,3500,130,98.8,5,294,2016
Motorola,Moto Z Play,AMOLED,Black/Silver/Black Slate| White/Fine Gold/Sugar White,Android,Octa-core 2.0 GHz Cortex-A53,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,Yes,Yes,165,32,3,16,3510,350,83.6,5.5,403,2016
Motorola,Moto E3,LCD,Black| White,Android,Quad-core 1.0 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,140.6,8,1,8,2800,120,87.5,5,294,2016
Motorola,Moto Z Force,AMOLED,Black/Gray| Black/Rose Gold| Black/Gold| White,Android,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,No,Yes,163,32,4,21,3500,720,82.7,5.5,535,2016
Motorola,Moto Z,AMOLED,Black/Gray| Black/Rose Gold| Black/Gold| White,Android,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - USA,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Yes,No,Yes,136,32,4,13,2600,540,60,5.5,535,2016
Motorola,Moto G4 Plus,LCD,Black| White,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Fingerprint (front-mounted)| accelerometer| gyro| proximity,Yes,Yes,Yes,155,16,2,16,3000,230,114.9,5.5,401,2016
Motorola,Moto G4,LCD,Black| White,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Accelerometer| gyro,Yes,Yes,Yes,155,16,2,13,3000,190,114.9,5.5,401,2016
Motorola,Moto G4 Play,LCD,Black| White,Android,Quad-core 1.2 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,137,8,NA,8,2800,140,102.9,5,294,2016
Motorola,Moto G Turbo Edition,LCD,Black| White,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity,Yes,Yes,Yes,155,16,2,13,2470,280,119.3,5,294,2015
Motorola,Moto X Force,AMOLED,Black Ballistic Nylon,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,169,32,3,21,3760,330,107.5,5.4,540,2015
Motorola,Droid Turbo 2,AMOLED,Black/Soft-Grip| Black/Pebble Leather| Gray/Ballistic Nylon| Winter White/Soft-Grip,Android,Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,170.1,32,3,21,3760,390,107.6,5.4,540,2015
Motorola,Droid Maxx 2,LCD,Deep Sea Blue| White,Android,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Yes,Yes,Yes,Yes,169,16,2,21,3630,330,121,5.5,403,2015
Motorola,Moto X Style,LCD,Black lens/Dark Gray Frame and accents/ Black Soft Feel Inlay,Android,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,179,16,3,21,3000,260,130.2,5.7,520,2015
Motorola,Moto X Play Dual SIM,LCD,Black| White,Android,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Yes,Yes,Yes,Yes,169,16,2,21,3630,250,121,5.5,401,2015
Motorola,Moto X Play,LCD,Black| White,Android,Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Accelerometer| proximity,Yes,Yes,Yes,169,16,2,21,3630,240,121,5.5,403,2015
Motorola,Moto G Dual SIM (3rd gen),LCD,Black| White,Android,Quad-core 1.4 GHz Cortex-A53,Ambient light sensor| accelerometer (2)| proximity sensor,Yes,Yes,Yes,155,8,1,13,2470,170,119.3,5,294,2015
Motorola,Moto G (3rd gen),LCD,Black| White,Android,Quad-core 1.4 GHz Cortex-A53,Accelerometer| proximity,Yes,Yes,Yes,155,8,1,13,2470,170,119.3,5,294,2015
Motorola,Moto E Dual SIM (2nd gen),LCD,Black| White,Android,Quad-core 1.2 GHz Cortex-A7 - 3G model,Accelerometer| proximity,Yes,Yes,Yes,145,8,1,5,2390,100,106.7,4.5,245,2015
Motorola,Moto E (2nd gen),LCD,Black| White,Android,Quad-core 1.2 GHz Cortex-A7 - 3G model,Accelerometer| proximity,Yes,Yes,Yes,145,8,1,5,2390,130,106.7,4.5,245,2015
Motorola,Moto G 4G (2nd gen),LCD,Black,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,155,8,1,8,2390,210,110,5,294,2015
Motorola,Moto G 4G Dual SIM (2nd gen),LCD,Black| Black/Lemon,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,155,8,1,8,2390,240,110,5,294,2015
Motorola,Moto Maxx,OLED,Black Ballistic Nylon,Android,Quad-core 2.7 GHz Krait 450,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,176,64,3,21,3900,300,NA,5.2,565,2014
Motorola,DROID Turbo,AMOLED,Black Ballistic Nylon| Metallic Black| Metallic Red| Blue,Android,Quad-core 2.7 GHz Krait 450,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,169,32,3,21,3900,290,NA,5.2,565,2014
Motorola,Nexus 6,AMOLED,Midnight Blue| Cloud White,Android,Quad-core 2.7 GHz Krait 450,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,184,32,3,13,3220,420,133.5,5.96,493,2014
Motorola,Moto X (2nd Gen),AMOLED,Black| White,Android,Quad-core 2.5 GHz Krait 400,Accelerometer| gyro| proximity| compass| barometer| temperature,Yes,Yes,Yes,144,16,2,13,2300,320,101.9,5.2,424,2014
Motorola,Moto G Dual SIM (2nd gen),LCD,White| Black,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,149,8,1,8,2070,200,110,5,294,2014
Motorola,Moto G (2nd gen),LCD,White| Black,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,149,8,1,8,2070,160,110,5,294,2014
Motorola,Moto G 4G,LCD,White| Black| Moto G Ferrari Edition,Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| gyro| proximity| compass,Yes,Yes,Yes,143,8,1,5,2070,160,99.3,4.5,329,2014
Motorola,Luge,AMOLED,Black,Android,Dual-core 1.5 GHz Krait,Accelerometer| proximity| compass,Yes,Yes,Yes,125.9,8,1,8,2000,240,62.4,4.3,256,2014
Motorola,Moto E,NA,Black| White,Android,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,142,4,1,5,1980,100,99.5,4.3,256,2014
Motorola,Moto E Dual SIM,NA,Black| White,Android,Dual-core 1.2 GHz Cortex-A7,Accelerometer| proximity,Yes,Yes,Yes,142,4,1,5,1980,90,99.5,4.3,256,2014
Motorola,Moto G Dual SIM,LCD,Black (front panel)| 7 color options (back panel),Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,143,8,1,5,2070,140,99.3,4.5,326,2014
Motorola,Moto G,LCD,Black (front panel)| 7 color options (back panel),Android,Quad-core 1.2 GHz Cortex-A7,Accelerometer| proximity| compass,Yes,Yes,Yes,143,8,1,5,2070,130,99.3,4.5,326,2013
Motorola,Moto X,AMOLED,Black| White (front panel)| 18 color options (back panel),Android,Dual-core 1.7 GHz Krait 300,Accelerometer| gyro| proximity| compass| barometer| temperature,Yes,Yes,Yes,130,16,2,10,2200,250,87.8,4.7,312,2013
Motorola,DROID Ultra,AMOLED,Black| Red| White,Android,Dual-core 1.7 GHz Krait,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,137,16,2,10,2130,250,70.5,5,294,2013
Motorola,DROID Maxx,AMOLED,Black| High Gloss Red| Black with Chrome Accents,Android,Dual-core 1.7 GHz Krait,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,167,16,2,10,3500,220,83.2,5,294,2013
Motorola,DROID Mini,TFT,Black| Red,Android,Dual-core 1.7 GHz Krait,Accelerometer| gyro| proximity| compass| barometer,Yes,Yes,Yes,130,16,2,10,2000,180,66.2,4.3,342,2013
Motorola,RAZR D3 XT919,TFT,Black| White,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,120,4,1,8,2000,230,69.9,4,233,2013
Motorola,RAZR D1,TFT,Black| White,Android,1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,110,4,1,5,1785,150,71.4,3.5,165,2013
Motorola,Electrify M XT905,AMOLED,Black/Gray,Android,Dual-core 1.5 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,111.1,8,1,8,2000,250,65.2,4.3,256,2012
Motorola,RAZR i XT890,AMOLED,Black| White,Android,2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,126,8,1,8,2000,180,61.9,4.3,256,2012
Motorola,DROID RAZR MAXX HD,AMOLED,Black| White,Android,Dual-core 1.5 GHz Krait,Accelerometer| proximity| compass| barometer,Yes,Yes,Yes,157,16,1,8,3300,270,83.3,4.7,312,2012
Motorola,DROID RAZR HD,AMOLED,Black| White,Android,Dual-core 1.5 GHz Krait,Accelerometer| proximity| compass| barometer,Yes,Yes,Yes,146,16,1,8,2530,250,75.2,4.7,312,2012
Motorola,RAZR HD XT925,AMOLED,Black| White,Android,Dual-core 1.5 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,146,16,1,8,2530,250,75.2,4.7,312,2012
Motorola,DROID RAZR M,AMOLED,Black| White,Android,Dual-core 1.5 GHz Krait,Accelerometer| proximity| compass,Yes,Yes,Yes,126,8,1,8,2000,250,61.9,4.3,256,2012
Motorola,RAZR M XT905,AMOLED,Black| White,Android,Dual-core 1.5 GHz Krait,Accelerometer| proximity| compass,Yes,Yes,Yes,126,8,1,8,2000,250,61.9,4.3,256,2013
Motorola,DEFY XT XT556,TFT,Brown,Android,1.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,130,1,0.512,5,1650,160,80.7,3.7,265,2012
Motorola,Electrify 2 XT881,TFT,Black,Android,Dual-core 1.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,130,8,1,8,1780,260,71,4.3,256,2012
Motorola,Photon Q 4G LTE XT897,TFT,Black,Android,Dual-core 1.5 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,170.1,8,1,8,1785,220,114.4,4.3,256,2012
Motorola,Defy Pro XT560,TFT,Black,Android,1.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,115,NA,NA,5,1700,190,87.1,2.7,214,2012
Motorola,ATRIX HD MB886,TFT,Black,Android,Dual-core 1.5 GHz Krait,Accelerometer| proximity| compass,Yes,Yes,Yes,140,8,1,8,1780,220,78.4,4.5,326,2012
Motorola,XT760,TFT,Black,Android,Dual-core 1.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,125,2,NA,8,1650,150,76.5,4,275,2012
Motorola,ATRIX TV XT687,TFT,Dark Grey,Android,1.0 GHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,129.7,NA,0.512,8,NA,210,71.8,4,245,2012
Motorola,ATRIX TV XT682,TFT,Black,Android,1.0 GHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,129.7,1,0.512,8,1700,230,71.8,4,245,2012
Motorola,MotoGO TV EX440,TFT,Black,Other,312 MHz,Accelerometer| proximity,Yes,Yes,No,87,NA,NA,3.15,910,160,84.7,3.2,NA,2012
Motorola,Motosmart Me XT303,TFT,Black| White,Android,800 MHz Cortex-A9,Accelerometer| proximity,Yes,Yes,Yes,107,NA,0.256,2,1500,160,77.8,3.2,180,2012
Motorola,RAZR V XT885,NA,Black,Android,Dual-core 1.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,125,4,1,8,1750,210,71,4.3,256,2012
Motorola,RAZR V XT889,NA,Black,Android,Dual-core 1.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,125,4,1,8,1780,210,71,4.3,256,2012
Motorola,RAZR V MT887,NA,Black,Android,Dual-core 1.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,125,NA,1,8,1750,210,71,4.3,256,2012
Motorola,MOTOSMART MIX XT550,TFT,Blak/White,Android,800 MHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,131.5,NA,0.512,3.15,1735,80,94.5,4,144,2012
Motorola,Motosmart Flip XT611,TFT,Black,Android,800 MHz,Accelerometer| proximity,Yes,Yes,Yes,110,NA,0.512,5,1540,150,89.4,3.2,180,2012
Motorola,XT390,TFT,Champagne| truffle black,Android,800 MHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,110,NA,0.512,3.15,NA,210,81,3.5,165,2012
Motorola,RAZR MAXX,AMOLED,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,145,16,1,8,3300,230,81,4.3,256,2012
Motorola,DEFY XT535,TFT,Brown| White,Android,1.0 GHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,115,1,0.512,5,1650,130,80.7,3.7,265,2012
Motorola,GLEAM+ WX308,TFT,Winter White| Silver,Other,NA,NA,Yes,Yes,No,105,NA,NA,2,750,150,75.8,2.8,167,2012
Motorola,DROID 4 XT894,TFT,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,178.9,16,1,8,1785,260,108.5,4,275,2012
Motorola,DROID RAZR MAXX,AMOLED,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,145,8,1,8,3300,260,81,4.3,256,2012
Motorola,Motoluxe MT680,TFT,White| Black,Android,1.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,136,1,0.512,5,1390,100,76.8,4,233,2012
Motorola,Motoluxe XT389,TFT,White| Black,Android,800 MHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,98,NA,0.512,3.15,NA,110,81,3.5,165,2012
Motorola,Motoluxe,TFT,Licorice| white,Android,800 MHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,123.6,1,0.512,8,1400,180,70.5,4,245,2012
Motorola,Defy Mini XT321,TFT,Black,Android,600 MHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,NA,NA,0.512,3.15,1650,160,82.9,3.2,180,2012
Motorola,Defy Mini XT320,TFT,Black,Android,600 MHz,Accelerometer| proximity| compass,Yes,Yes,Yes,107,NA,0.512,3.15,1650,160,80.3,3.2,180,2012
Motorola,XT319,TFT,Black,Android,800 MHz,Accelerometer| proximity| compass,Yes,Yes,Yes,109,NA,0.256,3.15,1390,130,87.9,3.2,180,2011
Motorola,Fire,TFT,Black| White,Android,NA,Accelerometer| proximity| compass,Yes,Yes,Yes,110,NA,NA,3.15,1400,100,91.2,2.8,143,2012
Motorola,MT917,NA,Black,Android,Dual-core 1.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,139,16,NA,13,1735,220,78.7,4.5,326,2011
Motorola,XT928,NA,Black,Android,Dual-core 1.2 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,149,16,NA,13,1735,280,90.2,4.5,326,2011
Motorola,DROID XYBOARD 8.2 MZ609,LCD,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| gyro| compass| barometer,Yes,Yes,Yes,390,16,1,5,3960,290,270.2,8.2,184,2011
Motorola,XT532,TFT,Black,Android,800 MHz,Accelerometer| proximity| compass,Yes,Yes,Yes,115,NA,0.512,5,1500,70,84.8,3.5,165,2011
Motorola,MOTO XT615,TFT,Licorice| Ultra white,Android,800 MHz Cortex-A5,Accelerometer| proximity| compass,Yes,Yes,Yes,123.6,1,0.512,8,1390,120,70.5,4,245,2012
Motorola,XOOM 2 Media Edition 3G MZ608,TFT,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| gyro| compass| barometer,Yes,Yes,Yes,386,16,1,5,3960,210,270.2,8.2,184,2011
Motorola,XOOM 2 Media Edition MZ607,TFT,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| gyro| compass| barometer,Yes,Yes,Yes,386,16,1,5,3960,210,270.2,8.2,184,2011
Motorola,RAZR XT910,AMOLED,Black| White,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,127,16,1,8,1780,220,63.9,4.3,256,2011
Motorola,DROID RAZR XT912,AMOLED,Black| White| Purple,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,127,16,1,8,1780,220,63.9,4.3,256,2011
Motorola,ATRIX 2 MB865,TFT,Black,Android,Dual-core 1.2 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,147,8,1,8,1785,230,83.2,4.3,256,2011
Motorola,Admiral XT603,TFT,Black,Android,1.2 GHz Scorpion,Accelerometer| proximity| compass,Yes,Yes,Yes,134,4,0.512,5,1860,160,90,3.1,258,2011
Motorola,ME632,TFT,Black,Android,1.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,130,4,0.512,5,NA,90,86.7,3.1,258,2011
Motorola,PRO+,TFT,Black,Android,1.0 GHz,Accelerometer| proximity| compass,Yes,Yes,Yes,113,4,0.512,5,1600,220,86.7,3.1,258,2011
Motorola,DEFY+,TFT,Black| White,Android,1.0 GHz Cortex-A8,Accelerometer| proximity| compass,Yes,Yes,Yes,118,2,0.512,5,1700,170,84.6,3.7,265,2011
Motorola,FIRE XT,TFT,Black,Android,800 MHz,Accelerometer| proximity| compass,Yes,Yes,Yes,84.3,NA,0.512,5,1540,100,84.8,3.5,165,2011
Motorola,FIRE XT311,TFT,Black,Android,600 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,110,NA,0.256,3.15,1420,120,91.2,2.8,143,2011
Motorola,SPICE Key XT317,TFT,Black| White,Android,600 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,110,NA,0.256,3.15,1420,100,91.2,2.8,143,NA
Motorola,SPICE Key,TFT,Black,Android,600 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,110,NA,0.256,3.15,1420,100,91.2,2.8,143,2011
Motorola,MILESTONE 3 XT860,TFT,Black,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,184,8,0.512,8,1540,180,102,4,275,2011
Motorola,DROID 3,TFT,Black,Android,Dual-core 1GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,167,16,0.512,8,1540,200,103.2,4,275,2011
Motorola,Triumph,TFT,Black,Android,1.0 GHz Scorpion,Accelerometer| proximity| compass,Yes,Yes,Yes,143,2,0.512,5,1400,210,79,4.1,228,NA
Motorola,Photon 4G MB855,TFT,Black,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,158,16,1,8,1700,270,103.6,4.3,256,2011
Motorola,EX232,TFT,White| Black,Other,NA,NA,Yes,Yes,No,95,NA,0.128,2,910,150,79.1,2.8,143,2011
Motorola,WILDER,TFT,Licorice and Saffron| Licorice and Classic Gray,Other,NA,NA,Yes,Yes,No,92,NA,0.064,2,910,60,65.6,2.8,143,2011
Motorola,MOTO MT870,TFT,Cloud gray| Light gold,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,149,4,0.512,8,1880,180,105.2,4,275,2011
Motorola,MOTO MT620,TFT,Various,Android,806 MHz Marvell PXA920,Accelerometer| proximity| compass,Yes,Yes,Yes,125,NA,0.256,5,1390,120,90.8,3.1,186,2011
Motorola,Milestone XT883,TFT,Black,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,184,16,0.512,8,1500,230,102,4,275,2011
Motorola,MOTO XT882,TFT,Electric magic black| White beam,Android,Dual-core 1.0 GHz Cortex-A9,Accelerometer| proximity| compass,Yes,Yes,Yes,136.5,8,0.512,8,1880,230,100,4,275,2011
Motorola,MOTO XT316,TFT,Black,Android,600 MHz ARM 11,Accelerometer| proximity| compass,Yes,Yes,Yes,110,NA,0.256,3.15,1420,50,91.2,2.8,143,2011
Motorola,XPRT MB612,TFT,Black,Android,1.0 GHz Cortex-A8,Accelerometer| proximity| compass,Yes,Yes,Yes,145,2,NA,5,1860,140,95.3,3.1,186,2011
Motorola,PRO,TFT,Black,Android,1.0 GHz Cortex-A8,Accelerometer| proximity| compass,Yes,Yes,Yes,134,8,NA,5,1420,150,84.9,3.1,186,2011
Motorola,ATRIX,TFT,Black,Android,Dual-core 1.0 GHz Cortex-A9,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Yes,Yes,Yes,135,16,1,5,1930,170,82.3,4,275,2011
